2*(x&~d)+4*(~x&d)-(x^d)+2*(~(x^d))-(~x),d-1
(~y)+(x|~y)-x+y+1,~(x|y)
-4*(x&y)-(x|y)-(x^y)+(x|~y)-(~x),-x-3*y
-2*(x|y)+3*(x^y)+2*(~(x^y))-(~y)+2,-x+1
(d|~y)-d+(d&y)-(d|y)+1,-(d^y)+(~(d|y))+1
-2*t+y+(t&y)-2*(~(t^y))+1,-3*(t|~y)
-b+2*(x&b)-(x&~b)-(~b)+1,(~x|b)-2*(~(x&b))+1
3*(x|y)-2*(x&~y)-2*(~x&y)+2*(~x)-(~x|y),y-1
-(x&y)-(x|y)-(~x&y)+(~(x&y)),-x-2*y-1
(x|~y)+(~x)-2*x-2*y-2*(-1),-2*(x&y)-3*(x|y)
2*(x&y)+3*(x^y)+3*(x|~y)-(~x)-(~(x&y))+1,4*x
2*(x&y)+2*(x|y)-(x&~y)+2*(~y)-(~x|y)+1,2*x
(x&y)+2*(x|y)+2*(x|~y)-(~x|y)+1,3*x
(~(x^y))+(x|~y)-(~x)-(~x|y)-(x|y),-3*(~x&y)
-2*(~x|e)-x+4*e-(x|e)-(~x&e),-2*(~e)
(x^y)+(x&~y)-(~x&y)+(~(x^y))-(~y)-1,x-1
3*(~(x^y))-(~y)-2*(~x|y)+x-2*y+1,-4*(~x&y)+1
-(~x)+2*(~x|y)+x-y-(x&y)-(x&~y)+1,-(x^y)
-2*(~x|y)+y+(x|y)-(x^y)-(~x&y)-1,-2*(~x)-1
(e&y)-(e&~y)+(~y)-(e|~y)+(~(e&y))+1,-e
-2*(a|~y)+(~(a&y))+a-(~a&y),-(~(a^y))
2*(~(x&y))+(x&y)-(x&~y)-(~x&y),(x|~y)+(~x)
c-(c&y)-(c|y)-(~(c|y)),-(~c|y)
-2*(~(a|y))+3*(a|~y)-a-(a|y)+1,-2*(~a&y)
2*(x|y)-(x&~y)+(~x&y)+(~(x^y))+1,2*y
2*(x|~y)+(~x)+y-2*(x&~y)-2*(~x&y),3*(~(x^y))
(x|y)-3*(x^y)-2*(~y)-(~x),(~x|y)-4*(~(x&y))
-3*(x&y)-(~x&y)+2*(x|~y)-(~x)+1,x-3*y
3*(x|~d)-3*(~x|d)+4*d-4*(x&d)-2*(x&~d),x^d
-5*(~(x|c))+2*(x|~c)+4*(~x)-(~x|c)-c,2*(x^c)
(~y)+(~x|y)+x-(x&~y)+1,~(x^y)
-(x&y)-2*(~x&y)+2*(~y)-(x|~y),-3*y-1
2*(~(x^y))+x-y-2*(x&~y)+1,-3*(x^y)-1
(x&y)+2*(~y)-(~x)-(~x|y)+1,2*x-2*y+1
-(~x|y)-4*x+7*(x|y)-4*(x^y)+1,-3*(~y)-1
3*(~x)-(~(x&y))+4*x-y-(x&y)-(x&~y)+1,x|~y
(x|y)+(x|~y)-(~x),2*x
3*(~y)-(~t)+3*y-(t&y)-(t|y)-(t&~y)+1,~(t|y)
-3*(x&y)-(~x&y)+(~(x|y))+(x|~y)-(~x),-3*y-1
(~(x&y))+2*x-(x&y)-(x|y)-(x&~y),~y
-(x|~y)-(~x)+2*(~x|y)-y-(~x&y)+1,-(x^y)+1
-2*(x&y)-(x&~y)+(~(x|y)),-2*x-y-1
2*(~(x^y))-(~(x&y))-x-y,-2*(x^y)+(~(x|y))
(~x&y)-(~(x|y))+2*(~y)-x+1,-2*(x&y)
-3*(~x)+2*(~x|y)+2*(~(x&y))-x-y-1,~y-1
3*(~x|y)+2*x-y-3*(x&y)-(~(x|y))-(~x&y)+1,~y
(x&~y)+3*(~x&y)+2*(~(x^y))-(~x)+2,y+1
4*(x|y)-(~x&y)+2*(~(x^y))-(x|~y)+2,2*x+2*y+1
3*(~(e^y))-2*(~y)+e-y-(e&y)-(e|y)+1,-3*(e^y)
(x|~y)+(~x|y)+(~(x&y))-2*y-(~(x|y)),2*(~y)
3*(~x)-(~x|y)+3*x-(x&y)-(x&~y)-(~x&y),~y-1
-(~(x|e))-(~e)+(x|~e)+(~x|e)-x-e-1,-(x&~e)-1
2*(c^y)+(c|~y)-(~c|y)+c-(c|y)+1,3*(c&~y)+1
(x|y)+(~(x|y))-(~x&y)-(~(x^y))+2,-(~x|y)+1
(~x&e)+2*(~(x|e))-2*(~(x&e))-e,(x&e)-2*(x|e)
2*(~(x|y))+(~x)-(~x|y)-(~(x&y))+2,-2*(x|y)+1
-2*(~(x|y))+2*(~x)+2*x-y-(x|y),x&~y
2*(~c|y)-2*y+(c|y)+1,~(c|y)
5*(x&~y)-(x^y)+2*(~x|y)-(~(x&y))+1,2*x-y
(x&~y)+2*(~y)-(x|~y)-2*x,-3*(x&y)-(x|y)-1
2*(~y)+2*(~c)-(~(c&y))+(c&y)+1,2*(~(c|y))
-(~(x|y))+2*(~(x^y))-(~y)-x-(x&y),-2*(x&~y)
2*x-(x&y)-(x|y)-(~(x^y)),-2*(~x|y)-1
-(~(x^e))+2*e-2*(~x&e),-(x^e)-2*(~(x|e))-1
3*y-4*(x&y)-(x|y)-(x^y)-(~x&y)+(~x)+1,-3*x
2*(~(x^y))-(~x)-(x&y),-(x&~y)-2*(~x&y)-1
-y+2*(x&~y)-(~(x^y)),-3*(~x|y)+(~(x&y))-1
(~(e^y))-(~y)+2*(~e)-(~(e&y))+2,-3*(e&~y)+1
2*(x&y)+(x^y)+(~(x|y))-(x&~y)-(~(x^y)),y
2*y-2*(x|y)+(x^y)-(~x&y)-(~(x^y)),-(x|~y)
2*(~x&y)+(~(x|y))+(x|~y)-(~(x&y))+1,-(x&~y)
-2*(~x)+2*(~(x&y))+2*y-(x|y),-(~(x|y))-1
(x&y)-(x&~y)+3*(~y)-2*(x|~y)-(~x)+1,-y+1
2*(~(x^y))+(~y)-2*(~x)-y+1,-4*(~x&y)
3*(~x&y)+2*(~y)-(~x)-(~(x&y))+x-y,2*(x&~y)
-x-(x&y)+2*(x|y)-2*(x^y)-(~x)+1,-(~(x&y))+1
2*(x^y)+2*(~(x^y))-(~y)-(x|~y)-y,~x&y
(x|~y)+(~x)+x-(x&y),~y-1
-2*(~(d|y))+(~(d^y))+(~d|y)-d-y-1,-(d&~y)-1
2*(x|y)+2*(~x&y)-(x^y)+(~(x^y)),2*y-1
(x^y)+(~(x^y))-(~x|y)+x-(x&y)+1,2*(x&~y)+1
-3*(~y)+4*(x|~y)+(~x)-2*(x|y)+3,-3*(x^y)+1
(~(a^y))+2*(~y)+(~a)-(~(a&y))-a,3*(~(a|y))
x+y-3*(~x&y)-(~(x^y)),(x|~y)-2*(~x)
-(~x)+(~x|y)-(x&y)+(~x&y)+1,-(x|~y)
-(~(x|y))-(~y)+3*(x|~y)-2*x+1,-(x^y)
3*(~x|y)-(~(x&y))+x-2*y,2*(~(x^y))
2*(x&y)-(x|y)-2*(~(x^y)),-(x|~y)-(~x)
3*x+2*y-3*(x&y)-(x|y)-(x&~y)-(~x&y),-(~x)-1
-(~y)+(~x)+x-(x|y),-(x&~y)
(x|~y)-x+y-(~(x|y))+1,-(~y)
-3*(x&y)-(x&~y)+(x|~y)-(~(x&y)),-x-y
2*(~y)+2*(~x|y)-x-y+1,(x^y)+4*(~(x|y))+1
(~(x|y))+(~(x^y))-(x|~y)-y,-2*(x|y)-1
2*(x|~y)-(x&y)-(x&~y),(~(x^y))+(~y)
2*(e^y)+3*(~(e|y))-2*(~y)-(~e)-y-1,-(e&y)-1
2*(x^y)+2*(~(x^y))-(~(x&y))-y+2,-(~x&y)+1
-(x&y)+2*(x|y)-2*(x^y)+(x&~y)+2,-(~x)+1
(~(a|y))-(~(a^y))+2*(~y)-(a|~y)+y,-2*(a&y)-1
2*(x|~y)-x+(x|y)-(x^y)-(x&~y),2*(~(x^y))
-2*x-2*y+3*(x|y)-(x^y)-(~y)+1,-(x|~y)+1
2*(~b&y)-(~(b^y))+2*(b|~y)-(~(b&y)),b|y
(~y)+(~x|y)-(~(x&y))-x-y+2,-2*(x|y)+1
-2*(~x)+3*(~x|y)-2*(x&y)+(x|y)+3,-(~y)+1
2*(~y)-(~(x&y))+y-(x&~y),-(x^y)-1
-2*(x&y)-(~x&y)+(x|~y)-(~x)+1,x-2*y+1
-3*y+3*(x|y)+2*(~(x^y))-(~y)-(x|~y),x
2*(~(x|y))-(~y)+(x&y)+2,-2*(x&~y)-(~x&y)+1
3*(~x)-(~(x&y))+3*x-(x|y)+2,~(x^y)+1
(~(d^y))-3*(~d)+2*(~d|y)-2*d-y,-2*(d^y)
(x&y)+2*(x^y)-2*(x&~y)+(x|~y)+2,y+1
-2*(x&y)-(x|y)-(~x&y)+2*(~y)-(~x)+1,-4*y
2*(~(x&y))-y+2*(x|y)-2*(x^y),~y-1
2*(x|~y)+3*(~x)-(~x|y)-(~(x&y)),2*(~(x|y))-1
(x|~y|z)-2*(x|~y&~z)+(x|~y)+(x|y&~z)-(x|y^z),~x&z
2*(~x|y)+x-3*(x&y)-(x^y)-(~(x|y)),~x
-3*(x&y)-(x^y)+2*(~x)-(~(x&y))+2,-3*x-y+1
2*(~x|t)-x-4*(~(x|t))+1,-(~(x^t))-3*(~t)-1
(e|~y)-(~e)+3*(~e|y)-y-(e^y)+1,3*(~(e^y))+1
(~(x&y))+3*y-2*(x&y)-2*(~x&y)+3,-(x|~y)+1
(~x|b)+(~(x&b))+1,~x
2*y-(a&y)-(a|y)+(~y)+1,-a
-(x|~y)-(~x|y)+3*y-(x^y),-3*(~y)-1
2*(~x)-(~(x&y))+2*x-y+1,-(~x&y)
2*(a&~y)+(~a&y)+2*(~(a^y))-2*(~y)-y,a&y
-(~x&y)+2*(x^y)+2*(~(x|y))-2*(~y)-y,-(x&y)
(x|y)+(~(x^y))+2*(~y)-2*(x|~y)+2,-(x&y)+1
2*(~(x^y))-3*(~x)+2*(~(x&y))-x+1,-2*(~x&y)
(x^y)-(~y)+3*(x|~y)-(~x)-x-(x|y),-2*(~x&y)-1
-(~(x^y))-2*(~y)+4*(x|~y)-2*x+1,-(x^y)
-(~y)-3*(x&y)+2*(x|y)-(~x&y)+1,-2*(~(x^y))
4*(b&y)+3*(b^y)+4*(~(b|y))-2*(b|~y)-(~b)+1,y
(~y)-3*(~x)+4*(~x|y)-2*(x|y)+1,-3*(x^y)-1
3*y-3*(x&y)-2*(x|y)+(x|~y)-(~x)-1,-x-1
6*(c|y)+3*(~(c^y))-(c|~y)-(~(c&y))+1,3*c+4*y
3*(~x|y)+2*(~(x&y))-x-(x&y),4*(~x)-1
2*x-4*(x|y)+3*(x^y)-(~y)-(~x),-2*(~x|y)
2*(~x)+2*x-y+1,~y
3*(~x|y)+2*x-y-(x|y)+1,2*(~(x^y))
-2*y+4*(x|y)-3*(x^y)-(~(x^y)),-2*(~x)-1
(~(x&t))+t-(x|t)-(~x&t),~(x|t)
4*(a&y)+3*(a^y)+3*(~(a|y))-(~a)-(~a|y)+1,2*a
2*(~(x|y))-(~y)-(~(x&y))+x-(x&y)-1,-(x^y)-1
-(~y)+(~(x&y))+(x&y)-(x|y)-(~x&y)+1,-(x^y)+1
2*x-y-2*(x&~y)-(~y)+1,-2*(~(x&y))
(~x|y)+(~(x&y))-y-(~(x|y))-(x&~y),~x
2*(~y)-(x|~y)+2*(~x|y)-(~(x&y))-y,2*(~(x|y))
-(x^y)-2*(~(x|y))+2*(x|~y)-x-y,-2*(~x&y)
x-(x&y)-(x&~y)-(~x&y)-(~y)-1,-(~(x&y))-1
-x+y+(x|y)-2*(~x&y)+2,-(~(x&y))+1
-(~y)+2*(x|~y)+(~x)-(x&y),~(x|y)-1
-(x|~y)+2*(~x)+2*x-y-(~x&y)-1,~y-1
2*(~(x|y))-2*(~y)+(~(x&y))+x,-(x&~y)-1
(~x)+y+(x&~y)-2*(-1),-(x|~y)
3*(x^a)+4*(x|~a)-2*(~x)-2*(~(x&a))-1,5*x-a-1
x-2*y-(x&y)-(~(x|y))-(~y)+1,-2*(~x|y)+1
2*(x|y)-(x|~y)+2*(~x|y)-(~(x&y)),3*y
(~(x&y))+y-2*(-1),-(x|~y)
3*(~(x&y))-x+2*y-(x|y)-(x^y)+1,3*(~x)+1
(x|~y|z)+(~x|~z)+(x&(~y|z))-(x^y&z)-(x^y^z)-(x|y^~z),~x&~y
-(~x&y)-(x^y)+(~x),(x&y)-2*(x|y)-1
(~x|y)+(~(x&y))+3*x-2*y-2*(x&~y),2*(x|~y)
-(x^y)+4*(~(x|y))-2*(x|~y)-(~x)-y,-4*(x|y)-1
(~y)-(~x)+3*(~x|y)-(~(x&y))-y+1,2*(~(x^y))+1
(~x)+(~x|y)+4*x-2*(x&y)-(x|y)-(x&~y)+1,x|~y
-(~x&y)+2*(~x)-(~x|y)-(~(x&y)),-(x|y)
2*(x|~y)-x+y-(x&y)+1,~(x|y)
2*(~x&y)-(x^y)+(~(x^y))-(~x|y),-(x&~y)
2*(~x)+y+2*(x&~y)-2*(~x&y)+1,~y
2*(~x|y)-2*(x&y)+(x|y)-(~x&y)+1,~x
(b|~y)+(~(b&y))+b-(b&y)-(b|y)+1,2*(~y)+1
2*(x^y)-4*(x&~y)+2*(~y)-(~x)+1,-x
(~(x&y))+y+(x&y)-(x|y)-(~x&y)-1,~(x^y)-1
2*(~(x&e))+x-e-(x&~e)-(~x&e),2*(~e)
(x|~y)+2*(~x)-(~x|y)+x-y+1,2*(~y)+1
-(~y)+2*(~x|y)+3*x-4*(x&y)-2*(-1),-(~(x^y))
-(x&~y)+(~y)+1,-(x|y)
2*(~x&y)+(~(x^y))-(~x),y
-2*(x&y)-2*(x&~y)+2*(~y)-(~x),-x-2*y-1
-4*(~(x|y))+2*(x|~y)+2*(~x)-(x&y)-(x|y),x^y
(d|~y)+(~d)+(d&y)-(d|y)-(~(d|y))+1,~(d^y)+1
(x&y)-(x|y),-(x&~y)-(~x&y)
-(~y)+(~x)+2*(~x|y)-4*(~x&y)+1,-3*(x^y)-1
-(~(x^y))+(x|y)-(x&~y)-(~x&y),-(~(x|y))
-3*(x^y)-(~(x^y))+(~y)-2*x-y+1,-4*(x|y)+1
3*(~x&y)-2*(x^y)+(~y)+x+1,-(x&~y)
(~x)+(~(x&y))+x-y-(~x&y)-1,2*(~y)-1
2*(d|y)+(~d&y)-(d^y)+(~(d|y))-(~y),2*y
(~(x&y))+x-2*(x|y)-2*(~(x|y)),-(~x|y)
(x&~y)-2*(x^y)+(~x)-x-y+2,-3*(x|y)+1
2*(x&~e)-(~x&e)+(~e)-(~(x&e))-1,2*x-2*e-1
(b|~y)+(~b|y)-(~(b&y))-(b|y),-2*(b^y)-1
2*(~y)+2*(~x)+2*(x&y)-(x|y),3*(~(x|y))-1
2*(~(x^y))-2*(~x)-x-(x&y)-(x&~y),-2*(x^y)
-2*(x|~y)+(~(x&y))+2*x-2*(x&~y)-(~x&y),-(~y)
-(~x)-3*(x&y)+2*(x|y)-(x&~y),-2*(~(x^y))-1
-(~y)-(x&y)+2*(x|y)-(~x&y)+1,-2*(~(x|y))
2*x+y-(x&y)-(x|y)-(x&~y),-(x^y)-(~(x|y))-1
2*(x|~y)-x-(x&~y),-(x^y)+(~(x|y))-1
-(~x|y)+(~(x&y))+(x|y)-(x&~y),x^y
-(~y)+2*(e|~y)+(~e)-(~e|y)-(e&~y)+1,~(e^y)+1
(~x|y)+(~(x&y))-y-(~(x|y))-(x&~y)-1,~x-1
2*(x|~c)+(~x)-(~x|c)+(~(x&c))-c,3*(~c)
-(c^y)+4*(c|~y)-3*(~c)-c-y-(c|y),-7*(~c&y)-1
-3*(a&~y)+(~y)+(a|~y)-(~a|y)-a-y+1,-3*(a|y)
-y+(~d&y)-(~d),-(~d|y)
2*(x|~y)+(~x)-(~x|y)-x-(x&~y)+1,2*(~(x|y))+1
2*(x|~y)+2*(~x)-3*(~x|y)+2*y-(x|y)+1,~y+1
-(x^y)+(x&~y)-2*(~y)+(x|~y)+1,-2*(~(x&y))
(~(x&y))+y-(x&~y)-2*(~x&y),-(x^y)-1
4*(x|y)-(~x&y)-(x^y)+(x|~y),3*x+y-1
2*(x^y)+(~(x|y))-(~x)+x-y-1,3*(x&~y)-1
-(x|y)+2*(~y)+(~x)-2*(~x|y)-(~(x&y)),-3*y
-4*(~(x|y))+3*(x|~y)+2*(~x)-x-y+1,x&~y
2*(x^e)+2*(~e)-3*(~x)+2*(~x|e)-x,2*(x&~e)-1
4*(x^y)+4*(~(x^y))-(~x|y)-2*(~(x&y))-x+1,x&y
(~x|y)+2*(~(x&y))-(x^y)-(~(x|y)),~x-1
y+2*(~(x|y))-(~(x^y))+1,-x
2*(x|~y)+(~x)+y-2*(x|y)-2*(~(x|y)),~(x^y)
(a|y)+(a^y)-2*(a&~y)-(~a&y)+2,-(~y)+1
2*(x|~y)-x+(~x&y)+1,~(x|y)
(~x&y)+(~(x|y))+(~(x^y))-(~y),-2*(x&~y)-1
-2*(x&y)-(x&~y)+(~x&y)+(~(x^y)),-2*x-1
2*y-(x&y)-2*(x|y)+(~(x|y))-(~(x^y))+1,-2*x+1
(~y)+(~x)-(~(x&y))+y+1,-(x&~y)
-2*y+2*(d&y)+(d|y)-(~(d|y))+2,-2*(~d)+1
3*(~x|y)-y-(x&y)+(x^y),2*(~x)-1
(x|~y)+(~(x&y))-y,2*(~y)
(~x)-(~(x&y))+x-y,-(~x&y)
y+(x^y)-3*(~x&y),(x|~y)-(~x)
-(~d&y)+(~(d^y))-d,(d&y)-2*(d|y)-1
3*(~x|y)-x-4*(~x&y)-2*(-1),-3*(x^y)+(~(x|y))
(~(x^y))-2*(~y)+(~x|y)-x-y+1,-3*(x&~y)+1
4*(x&~y)+(~x&y)+2*(~x|y)-2*(~(x&y))-x,x|y
(~x&y)+(x|~y)-(~x)+(~x|y)-x-y+1,-(x|y)
5*(~x&y)+3*(~(x^y))-(x|~y)-(~x)+1,-2*x+3*y
(x^y)+(~(x|y))-(x&~y)-(~x&y)+2,-(x|y)+1
(t|~y)+(~(t&y))-(t&y)-(~t&y),2*(~y)
3*x-2*y-2*(x&~y)-2*(x|~y),-(~x|y)-(~(x&y))
2*(x&y)+2*(x|y)+3*(~y)-(x|~y)-(~(x&y)),2*x-1
-(~x&y)-(x^y)+(~(x|y))-(~y),2*(x&y)-2*(x|y)
3*(~x&y)-(x^y)+(~(x|y))+1,-2*x+y
-(~y)+2*(~x|y)+x-2*y-(x&y)+1,~(x|y)+1
-(~x)+2*(~x|y)-2*y-(x&~y),-(x^y)+(~(x|y))
2*(~x&y)-(x^y)+2*(~(x|y))-(~(x^y))+1,-2*x
(d^y)-(~d)+2*(~d|y)-(d&y)+1,~d&y
2*(x|~y)+(~x)+(~x|y)-(~(x&y))+2,2*(~(x^y))+1
-(~x)+2*(~(x&y))+y-(x|y)-(~x&y)+1,~y+1
3*x-4*y-2*(~y)-2*(x|~y),-3*(~x|y)-(~(x&y))
(~(x|y))+2*(~x)-3*(~(x&y))+x-y-1,-2*(x^y)-1
-x+(x|y)+(x&~y)-(~x&y),-(~x|y)-1
2*(x^y)-2*(~y)+3*(x|~y)-x-y+1,x&~y
-y+3*(x^y)+6*(~(x|y))-4*(~y)+1,-3*x-1
(b&y)+2*(~(b|y))-(~(b^y))-(b|~y)+(~b)+1,-2*b
2*(x^y)+2*(~(x^y))-(~x)-(x&y)+1,x&~y
2*(x^y)+(~(x|y))-(x&~y)-2*(~x&y)+1,-y
(x^y)+3*(~(x|y))-(~y)-(~x|y),-x-y-1
(~(x^y))+(~y)+(~x)+1,2*(~(x|y))
2*(x&y)+3*(x^y)+3*(~(x|y))-(~x)-(~(x&y))+1,x
2*x-2*(x&y)-(~x&y)-(x|~y),-2*(~x|y)-1
(x|~y)-(~x)-x-2*(x&~y)-(~x&y)-1,-2*(x^y)-1
(x|~y)+(~(x&y))-2*y+(x|y)-(x&~y),2*(~y)
(x|~y)+(~x)-(~(x&y))-x-y,-2*(x|y)-1
-3*(~y)+(~(x&y))+2*x-y-(x&y)+1,-2*(~(x|y))+1
3*(~x|t)+(x|t)-2*(~x&t)+1,2*(~(x^t))-(~t)-1
-5*(x&y)-(~x&y)-(x^y)+2*(x|~y)-(~x),-4*y-1
x-y+(x|y)-(x&~y),-(~x)-1
(x^a)+2*(~x)-(~(x&a))+3*x-(x&a)-(x|a)+1,x&~a
(~x)+2*x-y,(x&~y)-(~x&y)-1
-(~x&y)+2*(~x)-(~x|y)-(~(x&y)),-(x|y)
3*(~x)-(~(x&y))+2*x-y,~(x|y)-1
2*x-2*y-(x&~y)-2*(~(x^y)),-3*(~x|y)-1
(~(x^y))-(~(x&y))+x-y-(x&y),-2*(~x&y)
3*(~x&y)+(~y)+(x|~y)-(~x)-(~(x&y)),x|y
-(~x|y)+x+(x|y)-(x^y),-2*(~x)-1
2*y-(x&y)-(x|y)-(~x&y)-(~(x^y))+1,-(x|~y)+1
(x|a)+(~(x|a))-(x&~a)-(~x),-(~(x&a))-1
-2*(x&y)+3*(x^y)+4*(~(x^y))-2*(~y)-(~x),y-1
-(b&y)+2*(~b&y)-(b^y)+(~(b^y))-(~b|y)-1,-b-1
3*x-y-3*(x&~y)-(x|~y)+2,-2*(~(x&y))+1
(~(x|y))+(~y)-2*(~x)+y-(x|y)-1,-2*(~x&y)-1
-(~y)+2*(x|~y)+2*(~x)-y-(x|y)-1,3*(~(x|y))-1
4*(~(x&y))+5*x-y-6*(x&~y)+2,~(x^y)-1
2*(~(x|y))-3*(~y)+(~(x&y))+x-y+1,-(x&~y)+1
-2*(x&y)+(x&~y)-(~x&y)+(~(x^y)),-2*y-1
-(~(x^y))-(~x|y)+2*(~(x&y))-2*x-y,-5*(x&y)
y-2*(x&y)+(~(x|y))-(x&~y),-2*x-1
2*(~x|y)-x+2*(x^y)-2*(~x&y),~x-1
2*(~x)-(~(x&y))+2*x-2*(x&y)-(~x&y)+1,~y+1
3*(x|~y)+(~x)-(~(x&y))-x-1,2*(~(x^y))+(~y)-1
(~t)+(~x)-2*(~(x&t))+t-(x&t)+1,-(x&~t)+1
-y+(x^y)-(~(x|y))-2*(~x&y)-(x|~y),-2*(~x|y)
2*(x^y)+3*(~y)-(~x)-(~(x&y))+y,3*(x&~y)-1
3*(~x&y)+2*(~(x|y))-(~x)-(~(x&y)),-x+y
-(~c&y)-(c^y)+(~y)-2*c+1,-3*(c|y)
(x|a)-2*(~x&a)-(x|~a),-(~x|a)-(~(x&a))-1
(~(x|y))-2*(~y)+2*(~x|y)-y+1,-3*(x&~y)
-5*(c&y)-(~c&y)-(c^y)+2*(c|~y)-(~c)+1,-4*y
3*(x|y)+2*(~(x|y))-(~x&y)-(~x)+2,2*x+1
-2*(~x&y)-(~y)+2*(~x)-y+1,-2*(x|y)
-3*(~y)+3*(x|~y)+2*(~x)-(~x|y)-y-1,~(x^y)-1
-y+2*(x|y)-(x&~y)-(~x&y)+1,-(~x)
2*(x&y)+(x^y)+(~(x|y))-(x&~y)-(~(x^y))-1,y-1
(~x)+(x|y)-(x&~y)-2*(~x&y),~(x^y)
2*(x^y)+(~y)+(~x)-(~(x&y))-x-y,-3*(x&y)-1
2*y-3*(x^y)+3*(x&~y)-(x|~y)+2,-2*(~(x&y))+1
(a&~y)+2*(~a&y)+(~(a^y))-(~a),-(~(a|y))-1
(~(x^y))-2*(~y)+(~(x&y))-y-(~x&y)+1,-(x^y)+1
2*(~(x|t))-(~(x^t))+(~t)-(~x)+2,-2*t+1
(~(x^y))+2*(~y)-2*(x|~y)-(~x),-y
2*(~x&y)+3*(~(x|y))-(~y)-(x|~y)+2,-3*x+y+1
(x|~y)+3*(~x|y)-(~(x&y))-y-(~x&y),3*(~(x^y))
2*(x&~y)-(x^y)+(~(x|y))-(~y)-x-1,-(x|y)-1
(~x|y)+(~(x&y))+2*x-(x|y)+1,x|~y
2*x-y-2*(x&~y)-(~y),-2*(~(x&y))-1
2*x-(x&y)+(x^y)-3*(x&~y)+1,-(~y)
2*(x|~y)+y-3*(x&y)-(x^y)-(~(x|y)),~y
3*(x&~y)-(x^y)+2*(~(x|y))-(~y)-(x|~y)-1,-y-1
(~x&y)-(x^y)+(~x)-(~x|y)-y+1,-(x&y)-(x|y)+1
(x&~y)-(x^y)+(~(x|y))-(~y)+1,(x&y)-(x|y)+1
-(~(x^y))+(~y)+2*(~x|y)-(~(x&y))+1,-(x&~y)
-3*x+y+(x^y)-2*(~(x|y))-2*(-1),-4*(x|~y)
(~(x^y))+2*(~y)-2*(~x)-(~(x&y))-x,-3*(~x&y)
2*(x&~y)+3*(~(x|y))-(~x)-(~x|y)+1,x-3*y
(~(x^y))-(~y)+(~(x&y))-y+1,-(x|y)
-(x^b)+(~(x|b))-(~(x^b)),-(x|b)
x-2*(x&y)+(x|y)-(x^y),-(~x|y)-1
-(x&y)+2*(x|y)-(x^y)+(~(x|y))-(~y)+1,y+1
(a|~y)+(~a|y)-2*a-2*y+3,-(a&y)-3*(a|y)+1
-(~x&y)-(x^y)+2*(~x)-(~x|y)+1,-2*(x|y)
x+2*y-2*(x&y)-2*(x^y),(~(x^y))-(~y)
(~y)+(~b|y)+3*(b&y)-2*(b|y)+3,-3*(b^y)+1
(~x&y)+3*(~(x|y))-2*(~x)-x+2,-2*(x|y)+1
2*(x&~y)+(~x&y)+(~x|y)-x-y+2,-2*(x&y)+1
-x+4*(x&~y)+2*(~(x^y))-2*(~y),-(~x)-1
(~y)+(x|~y)+(x|y)-2*(x&~y)+2,~(x^y)+1
-(x^y)-2*(~(x|y))+3*(~x|y)-x-y+1,-3*(x&~y)
(~y)-(~x)+2*(~x|y)-(~(x&y))-(x&y)-1,~(x^y)-1
(~(x|y))-(~(x^y))+(x|~y)-(~(x&y)),-(~x&y)
3*(x&~y^z)-(~y|z)+2*(x&~y^~z)-(x^y&z)-(y^~z)-(x&y),2*(~x&(y^z))
2*(x&~y)+3*(~x&y)+3*(~(x^y))-(~y)-(~x|y)+1,y
2*(~(x&y))+2*y-(x|y)+(~(x|y)),2*(~x)-1
(x|~y)+(~x|y)-(~(x&y))-(x&y),-(x^y)-1
(x|y)+(x&~y)+(~(x^y))-(~x),2*x
-(x&y)+2*(x|y)-(x&~y)-(~x&y)+(~(x|y))-(~x),x
-3*(x&y)-(x&~y)+(~(x^y))-(~y)+(~x)+2,-3*x+1
-(~x)-y+4*(x^y)-2*(x&~y)-2*(-1),-3*(~(x^y))
-2*(~x)+(~(x&a))+2*a-(x&a)+1,-2*(~(x|a))
2*(x|y)-(x&~y)-(~x&y)+(~(x|y))-(x|~y)-1,y-1
(x|y)-2*(~x&y)+(x^y)+(~x)-(~(x&y))-1,x-1
3*(x^y)+2*(~(x^y))-(~x)-y+1,2*(x&~y)
2*(~x|y)-y-(x|y)-2*(~(x|y))-(~(x^y)),-(x|~y)
(~x|y)+2*x-y-(x&y)-(~(x|y))-(x&~y)+1,-(~x)
(~(x^y))-2*(~x)+(~x|y)-x-(x|y)+1,-2*(x^y)+1
2*(~(x|y))-(~(x^y))+1,-(x&y)-(x|y)
2*(x|y)-(x^y)+(x|~y)+(~x)-(~(x&y)),2*(x&y)-1
-3*x+4*(x|y)-2*(~x&y)-2*(-1),-(~(x^y))-(~y)
3*(~x)-2*(~(x&y))+2*x-y+1,-(x^y)
-(x&~y)-(~(x|y))+2*(~(x&y))-y+2,-2*(x&y)+1
-2*(x&y)+2*(x|y)+2*(~(x^y))-(~y),y-1
x-b+(x&b)-2*(x&~b)-(~(x^b)),-(~(x&b))
c-(x|c)+(~(x|c))-(~(x^c)),-x
(x|~y)+(~x)+x-(x&y)+2,~y+1
-(~x&b)+(~(x^b))-2*(~b)-(~x)+2,-3*(~(x&b))+1
(~x|y)+(~(x&y))-x,2*(~x)
-3*(~x)+4*(~(x&y))+y-2*(x&~y)+3,-(~(x^y))+1
-2*(~y)+2*(x|~y)+(~x)-(~x|y)-y-1,-(~x&y)-1
